"指标名称","肿瘤类型","年","国家的名字","区域","性别","区域","数字","置信下限","置信上限","评论",
"非传染性疾病所致总死亡人数占比","","2019","北马其顿","欧洲区域","总计","","96.1318706","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","北马其顿","欧洲区域","男性","","95.0508721","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","北马其顿","欧洲区域","女性","","97.2896423","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","贝宁","非洲区域","总计","","38.9765292","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","贝宁","非洲区域","男性","","37.2007516","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","贝宁","非洲区域","女性","","41.0191732","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","比利时","欧洲区域","总计","","85.9811279","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","比利时","欧洲区域","男性","","85.7473522","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","比利时","欧洲区域","女性","","86.2051857","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冰岛","欧洲区域","总计","","89.471066","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冰岛","欧洲区域","男性","","88.7258367","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冰岛","欧洲区域","女性","","90.2369095","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波兰","欧洲区域","总计","","89.9068976","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波兰","欧洲区域","男性","","87.996483","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波兰","欧洲区域","女性","","91.9140503","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波斯尼亚和黑塞哥维那","欧洲区域","总计","","94.4236633","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波斯尼亚和黑塞哥维那","欧洲区域","男性","","92.503074","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","波斯尼亚和黑塞哥维那","欧洲区域","女性","","96.3986022","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","玻利维亚（多民族国）","美洲区域","总计","","72.6759001","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","玻利维亚（多民族国）","美洲区域","男性","","69.2005409","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","玻利维亚（多民族国）","美洲区域","女性","","76.0391002","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","伯利兹","美洲区域","总计","","65.218811","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","伯利兹","美洲区域","男性","","59.4063466","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","伯利兹","美洲区域","女性","","74.5223354","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","博茨瓦纳","非洲区域","总计","","45.7103277","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","博茨瓦纳","非洲区域","男性","","42.8061159","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","博茨瓦纳","非洲区域","女性","","49.0852842","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","不丹","东南亚区域","总计","","72.7433195","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","不丹","东南亚区域","男性","","71.6563419","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","不丹","东南亚区域","女性","","74.2032415","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布基纳法索","非洲区域","总计","","34.7652014","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布基纳法索","非洲区域","男性","","33.6899059","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布基纳法索","非洲区域","女性","","36.0157287","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布隆迪","非洲区域","总计","","36.7638906","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布隆迪","非洲区域","男性","","35.0237586","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","布隆迪","非洲区域","女性","","38.8249859","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","朝鲜民主主义人民共和国","东南亚区域","总计","","80.4000007","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","朝鲜民主主义人民共和国","东南亚区域","男性","","75.9357054","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","朝鲜民主主义人民共和国","东南亚区域","女性","","84.8012045","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","赤道几内亚","非洲区域","总计","","32.7808875","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","赤道几内亚","非洲区域","男性","","28.6237574","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","赤道几内亚","非洲区域","女性","","38.1219428","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","总计","","88.1570765","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","男性","","87.9527734","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","女性","","88.3591139","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大韩民国","西太平洋区域","总计","","77.9104186","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大韩民国","西太平洋区域","男性","","76.4617214","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","大韩民国","西太平洋区域","女性","","79.6333981","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","丹麦","欧洲区域","总计","","89.6578413","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","丹麦","欧洲区域","男性","","89.0387355","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","丹麦","欧洲区域","女性","","90.2887325","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","德国","欧洲区域","总计","","90.5983328","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","德国","欧洲区域","男性","","89.9042387","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","德国","欧洲区域","女性","","91.4898984","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","东帝汶","东南亚区域","总计","","53.0839424","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","东帝汶","东南亚区域","男性","","49.8327496","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","东帝汶","东南亚区域","女性","","56.9137012","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多哥","非洲区域","总计","","41.1204738","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多哥","非洲区域","男性","","40.3296133","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多哥","非洲区域","女性","","42.1456856","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多米尼加","美洲区域","总计","","71.9343488","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多米尼加","美洲区域","男性","","66.2393753","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","多米尼加","美洲区域","女性","","79.6485009","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","俄罗斯联邦","欧洲区域","总计","","89.3053299","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","俄罗斯联邦","欧洲区域","男性","","84.4480083","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","俄罗斯联邦","欧洲区域","女性","","94.0433218","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄瓜多尔","美洲区域","总计","","76.2035026","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄瓜多尔","美洲区域","男性","","71.7813006","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄瓜多尔","美洲区域","女性","","81.4672735","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄立特里亚","非洲区域","总计","","49.4781867","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄立特里亚","非洲区域","男性","","45.9309845","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","厄立特里亚","非洲区域","女性","","53.8881416","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","法国","欧洲区域","总计","","87.2761034","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","法国","欧洲区域","男性","","86.9028245","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","法国","欧洲区域","女性","","87.6442138","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","菲律宾","西太平洋区域","总计","","69.7491444","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","菲律宾","西太平洋区域","男性","","68.0880586","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","菲律宾","西太平洋区域","女性","","71.7272073","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","斐济","西太平洋区域","总计","","84.7051797","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","斐济","西太平洋区域","男性","","83.1777865","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","斐济","西太平洋区域","女性","","86.6199665","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","芬兰","欧洲区域","总计","","92.9328258","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","芬兰","欧洲区域","男性","","91.1183881","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","芬兰","欧洲区域","女性","","94.7225246","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","佛得角","非洲区域","总计","","70.1204552","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","佛得角","非洲区域","男性","","64.1841818","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","佛得角","非洲区域","女性","","77.475454","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冈比亚","非洲区域","总计","","37.0967169","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冈比亚","非洲区域","男性","","35.6429287","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","冈比亚","非洲区域","女性","","38.9063358","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果","非洲区域","总计","","38.5735095","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果","非洲区域","男性","","36.4830675","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果","非洲区域","女性","","40.6983805","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果民主共和国","非洲区域","总计","","34.1320653","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果民主共和国","非洲区域","男性","","33.1132746","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","刚果民主共和国","非洲区域","女性","","35.3626803","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥伦比亚","美洲区域","总计","","75.6457144","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥伦比亚","美洲区域","男性","","68.0242531","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥伦比亚","美洲区域","女性","","84.9554991","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥斯达黎加","美洲区域","总计","","81.9929907","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥斯达黎加","美洲区域","男性","","77.1861101","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哥斯达黎加","美洲区域","女性","","88.2725487","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格林纳达","美洲区域","总计","","82.8045359","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格林纳达","美洲区域","男性","","81.7183658","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格林纳达","美洲区域","女性","","84.0695304","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格鲁吉亚","欧洲区域","总计","","93.3455004","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格鲁吉亚","欧洲区域","男性","","91.2495259","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","格鲁吉亚","欧洲区域","女性","","95.5699052","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","古巴","美洲区域","总计","","83.3072851","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","古巴","美洲区域","男性","","82.8076627","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","古巴","美洲区域","女性","","83.9099892","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","圭亚那","美洲区域","总计","","69.6480054","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","圭亚那","美洲区域","男性","","64.3809132","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","圭亚那","美洲区域","女性","","76.710044","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哈萨克斯坦","欧洲区域","总计","","86.6754521","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哈萨克斯坦","欧洲区域","男性","","82.1807028","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","哈萨克斯坦","欧洲区域","女性","","91.6126321","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","海地","美洲区域","总计","","64.7169352","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","海地","美洲区域","男性","","59.3856455","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","海地","美洲区域","女性","","69.7396157","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","荷兰王国","欧洲区域","总计","","88.2341888","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","荷兰王国","欧洲区域","男性","","88.5913854","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","荷兰王国","欧洲区域","女性","","87.8934677","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黑山","欧洲区域","总计","","94.1059452","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黑山","欧洲区域","男性","","92.1501896","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黑山","欧洲区域","女性","","96.2805867","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","洪都拉斯","美洲区域","总计","","71.4312565","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","洪都拉斯","美洲区域","男性","","63.3371054","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","洪都拉斯","美洲区域","女性","","79.5904397","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","基里巴斯","西太平洋区域","总计","","72.8134553","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","基里巴斯","西太平洋区域","男性","","71.443281","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","基里巴斯","西太平洋区域","女性","","74.3395989","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉布提","东地中海区域","总计","","51.77463","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉布提","东地中海区域","男性","","49.6623963","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉布提","东地中海区域","女性","","54.4655885","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉尔吉斯斯坦","欧洲区域","总计","","81.5861781","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉尔吉斯斯坦","欧洲区域","男性","","77.5234956","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","吉尔吉斯斯坦","欧洲区域","女性","","86.3639937","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚","非洲区域","总计","","33.2732839","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚","非洲区域","男性","","29.686453","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚","非洲区域","女性","","36.7249796","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚比绍","非洲区域","总计","","33.1732399","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚比绍","非洲区域","男性","","30.562747","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","几内亚比绍","非洲区域","女性","","36.1659869","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加拿大","美洲区域","总计","","89.8086329","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加拿大","美洲区域","男性","","89.0315201","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加拿大","美洲区域","女性","","90.6179663","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加纳","非洲区域","总计","","45.3861392","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加纳","非洲区域","男性","","42.7115473","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加纳","非洲区域","女性","","49.012074","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加蓬","非洲区域","总计","","45.0063092","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加蓬","非洲区域","男性","","43.8863851","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","加蓬","非洲区域","女性","","46.5156883","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","柬埔寨","西太平洋区域","总计","","67.7209576","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","柬埔寨","西太平洋区域","男性","","65.0953312","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","柬埔寨","西太平洋区域","女性","","70.7184628","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","捷克","欧洲区域","总计","","89.3967237","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","捷克","欧洲区域","男性","","88.0621263","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","捷克","欧洲区域","女性","","90.7961028","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","津巴布韦","非洲区域","总计","","39.2582276","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","津巴布韦","非洲区域","男性","","33.7378657","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","津巴布韦","非洲区域","女性","","45.1224073","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","喀麦隆","非洲区域","总计","","37.7262567","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","喀麦隆","非洲区域","男性","","36.1190883","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","喀麦隆","非洲区域","女性","","39.6152319","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卡塔尔","东地中海区域","总计","","76.8900092","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卡塔尔","东地中海区域","男性","","70.6661692","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卡塔尔","东地中海区域","女性","","89.7520209","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科摩罗","非洲区域","总计","","44.6818801","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科摩罗","非洲区域","男性","","41.5902497","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科摩罗","非洲区域","女性","","48.1993694","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科特迪瓦","非洲区域","总计","","35.659901","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科特迪瓦","非洲区域","男性","","36.4454446","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科特迪瓦","非洲区域","女性","","34.575554","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科威特","东地中海区域","总计","","79.3692717","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科威特","东地中海区域","男性","","77.7221943","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","科威特","东地中海区域","女性","","84.4281148","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","克罗地亚","欧洲区域","总计","","91.5384708","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","克罗地亚","欧洲区域","男性","","90.925585","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","克罗地亚","欧洲区域","女性","","92.1178386","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","肯尼亚","非洲区域","总计","","40.8564792","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","肯尼亚","非洲区域","男性","","37.9617511","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","肯尼亚","非洲区域","女性","","44.28455","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","拉脱维亚","欧洲区域","总计","","91.9936098","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","拉脱维亚","欧洲区域","男性","","88.525047","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","拉脱维亚","欧洲区域","女性","","94.8711764","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","莱索托","非洲区域","总计","","45.0802861","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","莱索托","非洲区域","男性","","39.7855411","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","莱索托","非洲区域","女性","","51.2118654","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","老挝人民民主共和国","西太平洋区域","总计","","65.3429481","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","老挝人民民主共和国","西太平洋区域","男性","","63.2243981","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","老挝人民民主共和国","西太平洋区域","女性","","67.9630879","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黎巴嫩","东地中海区域","总计","","88.5511304","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黎巴嫩","东地中海区域","男性","","86.6421852","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","黎巴嫩","东地中海区域","女性","","91.1393804","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","立陶宛","欧洲区域","总计","","91.1542758","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","立陶宛","欧洲区域","男性","","87.7583577","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","立陶宛","欧洲区域","女性","","94.0590613","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比里亚","非洲区域","总计","","31.6550623","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比里亚","非洲区域","男性","","27.6977128","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比里亚","非洲区域","女性","","35.831959","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比亚","东地中海区域","总计","","75.0503213","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比亚","东地中海区域","男性","","69.6093031","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","利比亚","东地中海区域","女性","","81.3621828","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢森堡","欧洲区域","总计","","88.5966263","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢森堡","欧洲区域","男性","","87.7847538","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢森堡","欧洲区域","女性","","89.4014288","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢旺达","非洲区域","总计","","50.3926881","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢旺达","非洲区域","男性","","47.4612021","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","卢旺达","非洲区域","女性","","53.774108","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","罗马尼亚","欧洲区域","总计","","91.0371462","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","罗马尼亚","欧洲区域","男性","","88.7295071","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","罗马尼亚","欧洲区域","女性","","93.5395689","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马达加斯加","非洲区域","总计","","45.0253642","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马达加斯加","非洲区域","男性","","42.1987481","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马达加斯加","非洲区域","女性","","48.1257838","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马尔代夫","东南亚区域","总计","","85.1781922","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马尔代夫","东南亚区域","男性","","84.3804746","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马尔代夫","东南亚区域","女性","","86.3482212","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马耳他","欧洲区域","总计","","89.7452088","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马耳他","欧洲区域","男性","","89.5335879","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马耳他","欧洲区域","女性","","89.956703","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马拉维","非洲区域","总计","","40.1883724","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马拉维","非洲区域","男性","","38.1828285","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马拉维","非洲区域","女性","","42.6911288","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马来西亚","西太平洋区域","总计","","73.4429783","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马来西亚","西太平洋区域","男性","","70.3455254","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马来西亚","西太平洋区域","女性","","77.7914188","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马里","非洲区域","总计","","30.3222602","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马里","非洲区域","男性","","27.4560283","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","马里","非洲区域","女性","","33.3076402","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里求斯","非洲区域","总计","","88.3814838","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里求斯","非洲区域","男性","","86.4343865","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里求斯","非洲区域","女性","","90.7395232","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里塔尼亚","非洲区域","总计","","37.0647597","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里塔尼亚","非洲区域","男性","","32.0650834","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","毛里塔尼亚","非洲区域","女性","","41.9082773","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","美利坚合众国","美洲区域","总计","","88.1449805","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","美利坚合众国","美洲区域","男性","","86.2682062","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","美利坚合众国","美洲区域","女性","","90.1088113","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","蒙古","西太平洋区域","总计","","82.7159926","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","蒙古","西太平洋区域","男性","","78.9663646","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","蒙古","西太平洋区域","女性","","88.4614177","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","孟加拉国","东南亚区域","总计","","70.2556718","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","孟加拉国","东南亚区域","男性","","69.6217301","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","孟加拉国","东南亚区域","女性","","71.0183183","无数据","无数据","",
"非传染性疾病所致总死亡人数占比","","2019","秘鲁","美洲区域","总计","","72.5860849","无数据","无数据","",
